variant,revenue_month,signal_date,delay_trading_days,exec_date,exit_date,holding_days,market,stock_id,stock_name,industry,sur_3m,pre_ret_20d,avg_turnover_20d,margin_balance_pct_chg_5d,margin_deleveraging_intensity,no_new_10d_low,abnormal_turnover,entry_open,entry_close,exit_close,possible_limit_up_nonfill,gross_return,net_return
frr1_basic_deleveraging,2025-06,2025-07-11,1,2025-07-14,2025-08-11,20,otc,5439,高技,電子零組件業,1.3570667198775286,0.14563106796116498,2451906650.0,0.0,0.04675586246583226,False,1.2086522660259393,236.0,228.0,281.5,False,0.19279661016949157,0.18279661016949156
frr1_basic_deleveraging,2025-06,2025-07-11,2,2025-07-15,2025-07-29,10,otc,5439,高技,電子零組件業,1.3570667198775286,0.14563106796116498,2451906650.0,0.0,0.04675586246583226,False,1.2086522660259393,229.0,232.0,250.0,False,0.09170305676855905,0.08170305676855906
frr1_basic_deleveraging,2025-06,2025-07-11,2,2025-07-15,2025-08-05,15,otc,5439,高技,電子零組件業,1.3570667198775286,0.14563106796116498,2451906650.0,0.0,0.04675586246583226,False,1.2086522660259393,229.0,232.0,252.0,False,0.10043668122270732,0.09043668122270733
frr1_basic_deleveraging,2025-06,2025-07-11,2,2025-07-15,2025-08-12,20,otc,5439,高技,電子零組件業,1.3570667198775286,0.14563106796116498,2451906650.0,0.0,0.04675586246583226,False,1.2086522660259393,229.0,232.0,286.0,False,0.24890829694323147,0.23890829694323146
frr1_basic_deleveraging,2025-06,2025-07-11,3,2025-07-16,2025-07-30,10,otc,5439,高技,電子零組件業,1.3570667198775286,0.14563106796116498,2451906650.0,0.0,0.04675586246583226,False,1.2086522660259393,232.0,231.5,261.0,False,0.125,0.115
frr1_basic_deleveraging,2025-06,2025-07-11,3,2025-07-16,2025-08-06,15,otc,5439,高技,電子零組件業,1.3570667198775286,0.14563106796116498,2451906650.0,0.0,0.04675586246583226,False,1.2086522660259393,232.0,231.5,248.0,False,0.06896551724137923,0.058965517241379224
frr1_basic_deleveraging,2025-06,2025-07-11,3,2025-07-16,2025-08-13,20,otc,5439,高技,電子零組件業,1.3570667198775286,0.14563106796116498,2451906650.0,0.0,0.04675586246583226,False,1.2086522660259393,232.0,231.5,269.5,False,0.16163793103448265,0.15163793103448264
frr1_basic_deleveraging,2024-06,2024-07-11,1,2024-07-12,2024-07-30,10,otc,8358,金居,電子零組件業,1.9426903671724554,0.06666666666666665,435593540.0,0.0,0.06412897908725662,True,1.1725401900716466,73.7,75.2,64.5,False,-0.12483039348710989,-0.1348303934871099
frr1_basic_deleveraging,2024-06,2024-07-11,1,2024-07-12,2024-08-06,15,otc,8358,金居,電子零組件業,1.9426903671724554,0.06666666666666665,435593540.0,0.0,0.06412897908725662,True,1.1725401900716466,73.7,75.2,58.1,False,-0.21166892808683857,-0.22166892808683858
frr1_basic_deleveraging,2024-06,2024-07-11,1,2024-07-12,2024-08-13,20,otc,8358,金居,電子零組件業,1.9426903671724554,0.06666666666666665,435593540.0,0.0,0.06412897908725662,True,1.1725401900716466,73.7,75.2,61.8,False,-0.16146540027137046,-0.17146540027137047
frr1_basic_deleveraging,2024-06,2024-07-11,2,2024-07-15,2024-07-31,10,otc,8358,金居,電子零組件業,1.9426903671724554,0.06666666666666665,435593540.0,0.0,0.06412897908725662,True,1.1725401900716466,76.5,73.0,64.7,False,-0.1542483660130719,-0.1642483660130719
frr1_basic_deleveraging,2024-06,2024-07-11,2,2024-07-15,2024-08-07,15,otc,8358,金居,電子零組件業,1.9426903671724554,0.06666666666666665,435593540.0,0.0,0.06412897908725662,True,1.1725401900716466,76.5,73.0,60.7,False,-0.20653594771241823,-0.21653594771241824
frr1_basic_deleveraging,2024-06,2024-07-11,2,2024-07-15,2024-08-14,20,otc,8358,金居,電子零組件業,1.9426903671724554,0.06666666666666665,435593540.0,0.0,0.06412897908725662,True,1.1725401900716466,76.5,73.0,62.0,False,-0.1895424836601307,-0.19954248366013072
frr1_basic_deleveraging,2024-06,2024-07-11,3,2024-07-16,2024-08-01,10,otc,8358,金居,電子零組件業,1.9426903671724554,0.06666666666666665,435593540.0,0.0,0.06412897908725662,True,1.1725401900716466,73.0,72.7,67.2,False,-0.07945205479452055,-0.08945205479452055
frr1_basic_deleveraging,2024-06,2024-07-11,3,2024-07-16,2024-08-08,15,otc,8358,金居,電子零組件業,1.9426903671724554,0.06666666666666665,435593540.0,0.0,0.06412897908725662,True,1.1725401900716466,73.0,72.7,60.0,False,-0.17808219178082196,-0.18808219178082197
frr1_basic_deleveraging,2024-06,2024-07-11,3,2024-07-16,2024-08-15,20,otc,8358,金居,電子零組件業,1.9426903671724554,0.06666666666666665,435593540.0,0.0,0.06412897908725662,True,1.1725401900716466,73.0,72.7,61.9,False,-0.15205479452054793,-0.16205479452054794
frr1_basic_deleveraging,2024-06,2024-07-11,1,2024-07-12,2024-07-30,10,otc,8155,博智,電子零組件業,1.731668279781197,-0.055374592833876246,71202850.0,0.0,0.152114390021296,True,0.4886114038446357,145.5,141.5,130.0,False,-0.10652920962199308,-0.11652920962199308
